,target_image,option
121665,./playground/data/flickr30k/flickr30k_images/4857094195.jpg,A group of football players  that are wearing red jerseys  are running and jumping on a football field .
142605,./playground/data/flickr30k/flickr30k_images/6307273092.jpg,A middle-aged woman is in-focus on a piece of exercise equipment  with the rest of the gym and people out of focus behind her .
14335,./playground/data/flickr30k/flickr30k_images/1963679809.jpg,A street scene featuring oncoming traffic  including cars and motorbikes .
22240,./playground/data/flickr30k/flickr30k_images/225909073.jpg,A wet German Shepherd dog is running out of the ocean with a ball in its mouth .
156600,./playground/data/flickr30k/flickr30k_images/835415474.jpg,A small child is hanging upside down from an adult 's shoulder .
137965,./playground/data/flickr30k/flickr30k_images/5758838589.jpg,A nurse is checking the woman 's blood pressure using a blood pressure pump and a pink stethoscope .
46425,./playground/data/flickr30k/flickr30k_images/2867459095.jpg,A bald man in front of a microphone plays electric guitar under a spotlight .
149740,./playground/data/flickr30k/flickr30k_images/72010421.jpg,A young girl sitting on a white comforter on a bed covered with clothing  holding a yellow stuffed duck .
92640,./playground/data/flickr30k/flickr30k_images/4135917871.jpg,A man with a beard works intently on a project that needs a lot of heat .
120330,./playground/data/flickr30k/flickr30k_images/4833051916.jpg,A person in a striped sweatshirt lifts a log in a park  while children play on a playground .
135935,./playground/data/flickr30k/flickr30k_images/5534793306.jpg,A painter  wearing white shirt and white overalls  stands on a ladder and paints the pillar of a building white .
151105,./playground/data/flickr30k/flickr30k_images/7432698546.jpg,Two archaeologists are examining something in their dig site .
71030,./playground/data/flickr30k/flickr30k_images/3442519111.jpg,An older lady in a colorful dress  leather jacket  and black hat sits on a bench in front of an ancient-looking wall .
77650,./playground/data/flickr30k/flickr30k_images/358607894.jpg,A man wearing a black hat opening a cardboard box .
111465,./playground/data/flickr30k/flickr30k_images/4694601786.jpg,Two chinese ladies walking down sidewalk surrounded by live trees  shrubs  and romantic shops .
85180,./playground/data/flickr30k/flickr30k_images/3787437809.jpg,A man is bowing his head and clasping his hands together in front of a gold statue .
136295,./playground/data/flickr30k/flickr30k_images/5583674969.jpg,A man in a suit is playing a musical instrument on stage with lighted background .
152705,./playground/data/flickr30k/flickr30k_images/7664745438.jpg,Two girls in karate uniforms  the one in blue is laying face down on the floor and the other  wearing white  is sitting on her head .
90380,./playground/data/flickr30k/flickr30k_images/4024098174.jpg,This man is skiing in the white snow and going through a course of some kind .
6135,./playground/data/flickr30k/flickr30k_images/136645716.jpg,A man sits on a beach wearing swim trunks and a lei  holding a blue umbrella over his head .
53380,./playground/data/flickr30k/flickr30k_images/3040051410.jpg,A middle-aged man is looking at the middle-aged woman .
114390,./playground/data/flickr30k/flickr30k_images/4739645879.jpg,A woman with blond curly hair and a midriff-baring shirt walks forward while flanked by other people .
60700,./playground/data/flickr30k/flickr30k_images/3211577298.jpg,An african american man is jumping off a surfboard in a crashing wave in the ocean .
132235,./playground/data/flickr30k/flickr30k_images/5218106811.jpg,Three man around a wheeled cart with baked goods while a man with a cane walks away .
49510,./playground/data/flickr30k/flickr30k_images/2938852531.jpg,A woman in a jacket looking at her cellphone while reaching for a child .
139710,./playground/data/flickr30k/flickr30k_images/5964803593.jpg,Two men sing into a microphone  one with his arm outstretched  the other composed  while an ecstatic crowd looks on .
100120,./playground/data/flickr30k/flickr30k_images/4464016205.jpg,The woman is wearing a yellow coat and is walking down a city block that seems upset .
16430,./playground/data/flickr30k/flickr30k_images/208469029.jpg,The tow boys  one older  the other younger  are looking at the camera .
130200,./playground/data/flickr30k/flickr30k_images/504334876.jpg,They are three little girls and two of them are eating cookies .
151820,./playground/data/flickr30k/flickr30k_images/754852108.jpg,A man with a baseball cap and shiny sunglasses looks down while another bald man looks down .
19730,./playground/data/flickr30k/flickr30k_images/2192411521.jpg,A bearded man wearing a bandanna is pointing his finger whilst riding a bicycle .
10595,./playground/data/flickr30k/flickr30k_images/161877800.jpg,People sitting at tables outside chatting while a musician gets ready to play bass .
97480,./playground/data/flickr30k/flickr30k_images/4379763864.jpg,A marathon runner either starting or passing through a checkpoint at a fundraiser marathon .
102150,./playground/data/flickr30k/flickr30k_images/4511585083.jpg,A dog stands in front of its owner who si wearing blue sweatpants and a red sweatshirt .
80555,./playground/data/flickr30k/flickr30k_images/3655169355.jpg,A member of the US Army reads a children 's book from a podium at the Yongsan Library .
111615,./playground/data/flickr30k/flickr30k_images/4696488386.jpg,Three people are taking a photograph of a young woman sitting in the middle of the street .
74720,./playground/data/flickr30k/flickr30k_images/3525041739.jpg,A group of men walking on ice with what looks to be antarctica or one of the poles .
20715,./playground/data/flickr30k/flickr30k_images/2218161586.jpg,The most people that are in front of us are in a middle of a transaction in a fabric market with prayer mats .
52895,./playground/data/flickr30k/flickr30k_images/302815772.jpg,Ice skater wearing blue suit while racing against other skaters .
1365,./playground/data/flickr30k/flickr30k_images/1094671386.jpg,An oriental woman with her fist raised in the air  other oriental people around her  and a black Moped beside her .
77590,./playground/data/flickr30k/flickr30k_images/3584829998.jpg,A white dog  two black dogs  and a black and white dog are playing on the edge of a baseball field .
40595,./playground/data/flickr30k/flickr30k_images/2714674623.jpg," Man wearing hat and t-shirt with "" Genetic Freak "" sleeping on public transportation ."
143785,./playground/data/flickr30k/flickr30k_images/6471240937.jpg,Boat on the waters of Vienna being rowed by men wearing striped shirts .
40235,./playground/data/flickr30k/flickr30k_images/2705923388.jpg,A young man is sitting at a table playing BINGO with an older lady .
155045,./playground/data/flickr30k/flickr30k_images/8030378528.jpg,Several men on bicycles pass a group of spectators  many of which are cheering for Great Britain .
123210,./playground/data/flickr30k/flickr30k_images/4879978524.jpg,Two women in green shirts and brunette hair seem to have their attention held by someone or something .
87380,./playground/data/flickr30k/flickr30k_images/3877389540.jpg,A painter is sitting at a street corner and has completed the majority of a painting of the Cafe across the street from himself .
137220,./playground/data/flickr30k/flickr30k_images/5687835693.jpg,Orchestra is playing in the background while we see the back of a cameraman in the foreground holding a video camera on his shoulder .
19525,./playground/data/flickr30k/flickr30k_images/2186139563.jpg,A white dog chases a red ball in the yard of a building across the way from a barn .
22895,./playground/data/flickr30k/flickr30k_images/2277081067.jpg,Two young girls are wading in the ocean wearing shorts and sweat shorts .
146970,./playground/data/flickr30k/flickr30k_images/69152837.jpg,Two children  a boy and a girl  are running along a beach with tire tracks in the sand .
76655,./playground/data/flickr30k/flickr30k_images/3564312955.jpg,A young dark-haired girl in a pink and white swimsuit smiles as she lies in three inch deep water .
95135,./playground/data/flickr30k/flickr30k_images/4273711559.jpg,A man in a green shirt is talking on the phone and resting his leg on a piece of machinery .
107900,./playground/data/flickr30k/flickr30k_images/4636445159.jpg,A woman looks at her phone while carrying a flowered bag .
39590,./playground/data/flickr30k/flickr30k_images/2690960083.jpg,A Chinese girl in a red dress sitting on a brown sofa talking .
54585,./playground/data/flickr30k/flickr30k_images/3070713991.jpg,A child in a brown outfit jumping from some painted tires in front of trees at dusk .
136940,./playground/data/flickr30k/flickr30k_images/5656207480.jpg,A child  sitting at a table with crayons and art supplies  draws a picture with a baby in the background .
77460,./playground/data/flickr30k/flickr30k_images/3582539812.jpg,Five men in team uniforms  on horses playing polo with a white fence and trees in the background .
105720,./playground/data/flickr30k/flickr30k_images/4590504263.jpg,A man is attaching colored sponges to his shirt and jeans .
153530,./playground/data/flickr30k/flickr30k_images/7760220072.jpg,A motocross racer in a green and black jumpsuit rides his dirt bike down the dirt road .
